,Min,Max,Mean,Rms,Var,Std,Peak,P2p,CrestFactor,Skew,Kurtosis,FormFactor,PulseIndicator,Max_f,Sum_f,Mean_f,Var_f,Peak_f
101,-9788,21088,2766.2346666666667,10347.235688820469,99413232.16893156,9970.618444656859,21088,30876,2.0380322468912393,0.5506021602970751,1.5469946558755396,3.7405487732134324,7.623359020878441,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
102,-13640,23856,3726.170666666667,10415.667650611746,94601784.77087289,9726.344882373485,23856,37496,2.290395661635657,0.4660314800936724,1.602962334553852,2.7952739105021522,6.402283237697468,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
103,-11232,23056,4033.2613333333334,10341.533242867488,90680112.83037156,9522.610610036072,23056,34288,2.2294566442458255,0.45239080096896217,1.5513884780445162,2.5640622781863267,5.716465682362594,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
104,-10424,19884,3146.632,10339.775948571936,97009673.72324267,9849.348898442104,19884,30308,1.9230590777691128,0.5417362220102326,1.5176068812141308,3.2859819478642356,6.31913741422575,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
105,-10128,19860,3209.2453333333333,10348.163417341262,96785230.50247821,9837.948490537965,19860,29988,1.9191811337960683,0.5137386081585805,1.5151205568829675,3.224484993359164,6.188370765463449,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
106,-20968,30480,4803.282666666667,10497.537996565354,87126779.61343288,9334.172679645095,30480,51448,2.90353795432535,0.19323292044702442,1.7960144736447938,2.185492448615423,6.345660273446326,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
107,-11844,19360,4205.173333333333,10347.674401783877,89390882.76195556,9454.675180140011,19360,31204,1.8709517953775634,0.30676880867937556,1.4987926157855265,2.4607010416813284,4.603853031821122,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
108,-26544,32767,7552.1866666666665,10896.637696096903,61701189.63182223,7855.010479421541,32767,59311,3.007074375955154,-0.7565849212277445,4.085304736955952,1.442845387309049,4.338743392642131,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
109,-29756,32767,7806.747333333334,11003.772765465488,60137711.14749289,7754.850814006218,32767,62523,2.9777968609854213,-0.5822857546443032,4.624812065564968,1.4095208024065875,4.197266620899989,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
110,-28824,32767,7030.565333333333,10782.682725308516,66837397.848398216,8175.414230997609,32767,61591,3.038854136280122,-0.6763545460025997,3.4524962020031786,1.533686441143735,4.660649385426378,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
111,-22044,32767,7452.519333333334,10891.902619254972,63093498.25362622,7943.141585898254,32767,54811,3.0083816524464417,-0.3138900945821456,2.878765070709169,1.4615061205595403,4.396768198029498,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
112,-14472,25640,8028.402666666667,10713.052907676069,50314253.22452623,7093.2540645691115,25640,40112,2.393342049270432,-0.528101813822061,2.965794023750741,1.3343940697140007,3.193661437343618,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
113,-12496,27904,7981.682666666667,10716.20383183025,51129766.373966224,7150.508119984636,27904,40400,2.6039071706640167,-0.9515318282942605,3.7517661862234957,1.3425995844940777,3.4960046853946585,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
114,-16460,32767,8190.560666666666,10723.585272690598,47909997.06631956,6921.704780349965,32767,49227,3.0556011974322286,-0.45418302703081076,3.3869331860070946,1.309261442422696,4.000580831218636,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
115,-11352,29468,7947.288,10671.254248306523,50716280.677056,7121.536398633093,29468,40820,2.7614373450690137,-0.8830730869295346,3.809258925676372,1.342754188385588,3.707931561055797,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
116,-13052,31224,7590.0453333333335,10757.149612544517,58107479.62461155,7622.826222905225,31224,44276,2.9026276592442235,-0.615967101975721,3.0801200836195566,1.4172707988056616,4.113809421252468,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
117,-31840,32767,7532.064,11155.695565225864,67717555.443904,8229.067714140163,32767,64607,2.9372440121206,-0.676153012807149,4.608919184967108,1.4810941018591801,4.3503347820730145,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
118,-25616,32767,7260.656,10899.630178068734,66084812.46833067,8129.256575378259,32767,58383,3.006248786856167,-0.5310878642632527,3.247335403900274,1.5011908260174747,4.5129530995546405,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
119,-16412,31736,6439.808,10907.094812460375,77493590.17113599,8803.04436948582,31736,48148,2.909665730946473,-0.1297239180498106,2.1070991981396463,1.6936987581711092,4.928097235197074,3594697492.056,1590059187754.7202,8833662.154192891,1.4583029909641086e+16,3594697492.056
